GEOID,population,density,nonwhite,college,unemployment,income,gini,uninsured
28099,29376,19.8408097725958,0.6016135620915033,0.04993872549019608,0.08245987553226335,19628,0.47,0.12003875566628604
28101,21524,14.33959111560643,0.6242334138635941,0.08079353280059469,0.07216130173328617,21280,0.5074,0.11354385964912281
28103,10828,5.970973672671153,0.27151828592537863,0.06233838197266346,0.10963535377928037,17701,0.4659,0.15686459019478685
28105,49481,41.3657525956364,0.5767466300196035,0.10935510600028293,0.10060462790380506,18041,0.5347,0.10690160332058272
28107,34243,18.74866317062614,0.48608474724761264,0.06129719942762024,0.0760911849373687,21413,0.4598,0.12917254348848142
28109,55149,26.021215396704488,0.8402872218897894,0.07468857096230212,0.08167053364269142,23196,0.4342,0.14011647193247576
28111,12028,7.143147249437854,0.7877452610575324,0.05769870302627203,0.068359375,19724,0.4818,0.15109060402684563
28113,39737,37.35246447369402,0.44530286634622646,0.06543020358859501,0.07462259426200187,19193,0.5263,0.1433760519786151
28115,31315,24.13355258319393,0.7838735430304966,0.06958326680504551,0.06953667089457584,21847,0.4451,0.16233703524867213
28117,25360,23.410992476985715,0.8355678233438486,0.047515772870662464,0.0694129763130793,20455,0.4742,0.126286398085361
28119,7372,7.0017768716585875,0.2749593054801953,0.051275094953879545,0.26916466139566864,15946,0.469,0.1865018747396195
28121,151240,72.44122864827858,0.7604668077228246,0.12592568103676277,0.042028884392660296,32075,0.4076,0.08794055958435576
28123,28415,17.97291411061925,0.5829667429174732,0.053879992961464014,0.08097928436911488,20031,0.5323,0.1591207698590249
28125,4511,4.004522424112969,0.25094214143205495,0.09421414320549767,0.1648631444939529,18835,0.4779,0.1961896121569517
28127,27073,17.701226507787926,0.6181804750120046,0.057511173493886895,0.07697331591714872,19522,0.4682,0.13430921300837545
28129,16063,9.731754583736649,0.7583888439270373,0.04544605615389404,0.030894055234826027,24040,0.4772,0.11524256651017215
28131,18375,15.831112233169742,0.7822040816326531,0.06536054421768707,0.04460002593024763,21514,0.4449,0.13377625133719948
28133,26532,14.487968547549666,0.250188451680989,0.06682496607869742,0.16279826464208244,17597,0.5042,0.16268808189560077
28135,14361,8.505231943653067,0.35387507833716314,0.0529907388064898,0.1423495973472288,17421,0.5138,0.111855810162123
28137,28493,26.76906527755573,0.6636015863545432,0.07959849787667146,0.07964822036007634,25098,0.4373,0.11880976166690452
28139,21990,18.463253269452114,0.7867667121418827,0.0671668940427467,0.07802529945147207,21782,0.4444,0.11796957097820625
28141,19478,16.919852036796314,0.9475305472841155,0.047438135332169624,0.09245143840668797,20746,0.4352,0.1400561680882047
28143,10170,8.167022349823132,0.19331366764995084,0.07944936086529007,0.1069311445508436,20649,0.496,0.14595562630584022
28145,28356,26.26275799495241,0.8000775849908308,0.059775708844688955,0.0680695178054183,22663,0.4214,0.1139317121800121
28147,14601,13.939221238634241,0.5296897472775838,0.04903773714129169,0.06715029761904762,21116,0.5575,0.18025988388166989
28149,47075,29.378454976019086,0.48558682952735,0.09380775358470526,0.07102258180142353,23620,0.4663,0.1282139405004833
28151,47086,23.883555578003552,0.2569128828101771,0.07382236758272098,0.15789473684210525,19069,0.5328,0.18238737483114265
28153,20422,9.692526310741478,0.5752619723827245,0.05773185780041132,0.0907137741704464,22171,0.4919,0.10197044334975369
28155,9828,8.96431959467912,0.7941595441595442,0.07539682539682539,0.04951560818083961,21032,0.4588,0.11674709929150837
28157,8990,5.04752652509825,0.2799777530589544,0.060066740823136816,0.10263157894736842,14673,0.4697,0.14752024291497975
28159,18358,11.619185828534311,0.5033772742128773,0.07876675019065257,0.08304688574178468,21316,0.5283,0.11104913826761113
28161,12421,9.687096989036412,0.5812736494646163,0.07197488124949682,0.04029163468917882,22747,0.4005,0.13079375459821793
28163,27974,11.561838488763971,0.378315578751698,0.06430971616501037,0.14857780256553263,18750,0.5377,0.13163698049194233
29001,25325,17.173181582026473,0.912142152023692,0.07751233958538993,0.0629377247775885,19484,0.5131,0.08464889492826026
29003,17403,15.399244000776003,0.9565017525713957,0.10641843360340171,0.025650557620817842,30021,0.4149,0.07082218862658449
29005,5270,3.699116453189996,0.9772296015180265,0.12314990512333966,0.035416666666666666,27294,0.4172,0.08474903474903475
29007,25735,14.259689238971497,0.8909656110355547,0.0639595881095784,0.06601282534892493,22807,0.4391,0.09999161847288576
29009,35493,17.324672001442153,0.9356774575268363,0.07032372580508833,0.04891994917407878,22174,0.4506,0.15538697579270372
29011,11850,7.6677567184214,0.9418565400843882,0.08421940928270043,0.061971830985915494,22362,0.4774,0.09704101645774708
29013,16374,7.424820973460653,0.9549896176865763,0.06791254427751313,0.045614529072223006,26122,0.4537,0.09563539007533778
29015,18989,9.742985404939027,0.9615566907156775,0.06261519827268419,0.0807126258714175,20827,0.487,0.12102826121666933
29017,12281,7.633325851445667,0.9746763292891458,0.047471704258610865,0.04042854255104104,21727,0.4113,0.10832308323083231
29019,176515,98.61943434155806,0.8108659320737615,0.15430983202560689,0.044137200428075715,27588,0.4673,0.06993138721130684
29021,89076,82.93311195997983,0.8746912748664062,0.09316763213435718,0.05128205128205128,25992,0.4405,0.10102031329893553
29023,42733,23.598830712722943,0.906559333536143,0.05803477406220017,0.09024005607149115,20589,0.4802,0.12639634928934734
29025,9049,8.12856677031286,0.9601060890706156,0.09260691789147972,0.02591380250954719,26618,0.4107,0.0824672390420244
29027,44840,20.43305466059852,0.9183764495985727,0.09866190900981267,0.02947164817265601,28305,0.3938,0.09487301210538808
29029,45096,24.570638856034716,0.9637883626042221,0.10388948021997517,0.06641465542308811,23201,0.4569,0.13865338895617457
29031,78324,51.57554293248392,0.8772406925080435,0.12221030590878913,0.05151283033320567,25863,0.4552,0.08239078551416416
29033,8843,4.867742202983582,0.9563496550944249,0.08187266764672622,0.09271343121261555,22427,0.4603,0.10855902182607702
29035,6197,4.700235325226532,0.9520735839922543,0.0766499919315798,0.07055858882822344,19721,0.4526,0.17030283295343537
29037,102678,56.42891586106828,0.9147529168857983,0.1158962971620016,0.0409376973054441,33274,0.3982,0.07394214162348878
29039,13938,10.793548151597808,0.964772564212943,0.06758501937150237,0.09978393242977804,20389,0.4534,0.16144018583042974
29041,7546,3.8000988181945674,0.9557381394116088,0.08521070765968725,0.03563025210084034,23699,0.4478,0.0725310749897555
29043,84275,57.71906041450791,0.9535924058142984,0.1235953722930881,0.0418333376345196,28826,0.409,0.08880221379326797
29045,6800,5.129094330756485,0.9702941176470589,0.060441176470588234,0.03402268178785857,25912,0.459,0.15187229598687155
29047,239164,225.94951010211773,0.8568011908146711,0.14873475941195163,0.03871406116969022,33862,0.4116,0.07446401144564371
29049,20475,18.668669841590688,0.9518437118437119,0.09821733821733822,0.046223100570926656,29610,0.3921,0.0792014809626257
29051,76740,74.25712197779565,0.8368386760489966,0.14706802189210322,0.038394752074088365,32457,0.4265,0.08664378860672615
29053,17622,11.954380123259188,0.890421064578368,0.10265577119509704,0.04425497360941941,26902,0.4074,0.09274495138369485
29055,24280,12.603329105661803,0.9669275123558484,0.05222405271828665,0.10601985932974763,20603,0.442,0.1715514362057448
29057,7590,5.788839725428085,0.9533596837944665,0.07206851119894599,0.07566862361382909,20113,0.4078,0.12997987927565394
29059,16499,11.736018228998878,0.9641796472513485,0.04769986059761198,0.05362105607323851,20197,0.4668,0.19270737256348766
29061,8302,5.6335181270503725,0.9715731149120694,0.08949650686581546,0.03251015942482026,25842,0.4196,0.15507031828275353
29063,12564,11.391854070496796,0.8592804839223177,0.08826806749442853,0.02626362735381566,26348,0.4162,0.07421231748819848
29065,15504,7.93362437320363,0.9559468524251806,0.06514447884416924,0.06855909694555112,21843,0.4669,0.1633931484502447
29067,13374,6.338759232249762,0.9877374009271721,0.047928817107821146,0.06546080964685616,17864,0.4583,0.1491287621633854
29069,30428,21.467747511483335,0.8417904561588011,0.057874326278427764,0.07474549026611894,20027,0.4807,0.1501765002521432
29071,102781,42.643808866629215,0.9609558186824413,0.08782751675893405,0.04288943649064212,28841,0.4284,0.0819860299022878
29073,14746,10.826459279585356,0.9734165197341652,0.0843618608436186,0.023887079261672096,26072,0.4251,0.06652404940997861
29075,6665,5.23456201098194,0.9744936234058514,0.08252063015753938,0.036640165917732455,23608,0.4144,0.10947336097036696
29077,288429,164.27378674545352,0.9020937561756966,0.12415880511321677,0.04417954898968677,25624,0.4659,0.10421190973173937
29079,10039,8.848361802321403,0.9580635521466282,0.07620280904472557,0.03903345724907063,23044,0.4361,0.16200607902735562
29081,8554,4.547070701037111,0.9628244096329203,0.07353285012859481,0.045416316232127836,23089,0.4018,0.1373560460652591
29083,21765,11.474977344086007,0.9535952216861935,0.07493682517803814,0.06673606291926902,23949,0.4544,0.11378525298517865
29085,9368,8.7839091176066475,0.9623185311699403,0.04899658411614005,0.07202400800266756,19541,0.4117,0.16894583826854742
29087,4456,3.6574775935018713,0.966786355475763,0.10166068222621184,0.037866666666666667,25811,0.4053,0.08732718894009217
29089,10113,8.28118224695282,0.9173341243943439,0.0972016216750717,0.0411413404114134,25305,0.401,0.08622934401602404
29091,40102,16.67778840284595,0.96259538177647,0.06164281083237744,0.044748057157182254,20772,0.4693,0.12761026726114008
29093,10221,7.1488097186676045,0.9565600234810684,0.05478915957342726,0.07432258064516128,19939,0.4317,0.12922143579373105
29095,692003,433.45385546008424,0.6663757238046656,0.13314393145694456,0.05028997563378703,30564,0.4657,0.11563403573352093
29097,119238,71.7796742651648,0.903604555594693,0.10712189067243665,0.05139001349527665,25176,0.4403,0.1302330691094698
29099,223302,129.81704244471464,0.9603093568351381,0.09302200607249375,0.055736127251597906,31277,0.389,0.0839276611677245
29101,53689,24.883259727008575,0.8911881390973942,0.09674234945705824,0.05034400362542743,24254,0.3886,0.08819337094216137
29103,3951,3.009894036237899,0.964819033156163,0.07365223993925589,0.06476683937823834,21042,0.4607,0.1709137709137709
29105,35507,17.852146111886295,0.952009462922804,0.07249274790886304,0.06957570882766942,23753,0.4087,0.11751296517923292
29107,32589,19.6893694808342,0.9401638589708183,0.0887722851268833,0.0484472049689441,28665,0.4273,0.08380288266973819
29109,38133,24.001031935753424,0.9548684866126452,0.0706212466892193,0.06357575757575758,23824,0.4314,0.1359740190597881
29111,10027,7.578687349625818,0.9428542934077989,0.054452976962202054,0.025950375597541542,24041,0.4233,0.10058991049633849
29113,55563,33.49626455254817,0.9473030613897737,0.07222432194085993,0.04233048564611714,29787,0.4031,0.08449936398328185
29115,12186,7.573592822767162,0.9669292630887905,0.0700804201542754,0.026016573520909615,25797,0.419,0.11535276581649553
29117,15076,10.809502620390688,0.9382462191562748,0.08994428230299814,0.021876519202722412,26135,0.4268,0.11771502852603452
29119,22827,16.333557795365504,0.8747973890568187,0.05129890042493539,0.04566160520607375,24081,0.4321,0.19163024764931796
29121,15254,7.2478394467498735,0.9449980333027402,0.07329225121279664,0.04670505438259757,23124,0.3952,0.1138607257203842
29123,12205,9.47083506888741,0.9710774272839,0.07111839410077837,0.04182117840955912,22470,0.4373,0.09290892425631198
29125,8884,6.472417151385963,0.9828905898244035,0.07226474561008554,0.07341981783052719,25154,0.4332,0.12302947224126114
29127,28672,24.931402420816685,0.9160853794642857,0.09137834821428571,0.048431480462300495,24478,0.4258,0.09752438109527382
29129,3664,3.1081414982846614,0.9688864628820961,0.07150655021834061,0.024516129032258065,25102,0.4085,0.1719356627842485
29131,25049,16.1169977769954,0.9622739430715797,0.07181923430077049,0.06096098865627594,23715,0.4493,0.10693910580619058
29133,13748,12.374385544147847,0.7321064882164678,0.06131800989234798,0.07825709950140906,15266,0.4931,0.13622007978723405
29135,15958,14.71057662135477,0.9261185612232109,0.0945607218949743,0.05199012650416538,28038,0.4033,0.15422544856868922
29137,8654,4.986314728472914,0.9469609429165704,0.06286110469147216,0.040872687103010216,26192,0.4133,0.1077067009706467
29139,11545,8.247807914856134,0.9498484192291035,0.06227804244261585,0.039575683394532844,26006,0.3981,0.09755662564651328
29141,20137,12.663260865075257,0.9573918657198193,0.057456423499031635,0.03937123549287498,20933,0.4666,0.22824327059299737
29143,17811,9.867425698032468,0.8143843692100388,0.0487339284711695,0.09369879338596752,21098,0.4543,0.1631859014705041
